"GEOID","TOPO","TOPO_DEF","TOPO_CAT"
"0655156","21","High mountains","Hills_and_Mountains"
"0622804","21","High mountains","Hills_and_Mountains"
"0602924","21","High mountains","Hills_and_Mountains"
"0616350","21","High mountains","Hills_and_Mountains"
"0643224","16","Open low mountains","Open_Hills_and_Mountains"
"0631414","21","High mountains","Hills_and_Mountains"
"0659920","21","High mountains","Hills_and_Mountains"
"0685684","21","High mountains","Hills_and_Mountains"
"0671806","21","High mountains","Hills_and_Mountains"
"0665000","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0619990","21","High mountains","Hills_and_Mountains"
"0607162","21","High mountains","Hills_and_Mountains"
"0644000","21","High mountains","Hills_and_Mountains"
"0658240","21","High mountains","Hills_and_Mountains"
"0644826","21","High mountains","Hills_and_Mountains"
"0683542","21","High mountains","Hills_and_Mountains"
"0677574","21","High mountains","Hills_and_Mountains"
"0645400","21","High mountains","Hills_and_Mountains"
"0626000","16","Open low mountains","Open_Hills_and_Mountains"
"0640130","21","High mountains","Hills_and_Mountains"
"0613882","16","Open low mountains","Open_Hills_and_Mountains"
"0606567","21","High mountains","Hills_and_Mountains"
"0633504","20","Low mountains","Hills_and_Mountains"
"0662625","21","High mountains","Hills_and_Mountains"
"0629070","21","High mountains","Hills_and_Mountains"
"0641880","21","High mountains","Hills_and_Mountains"
"0683108","4","Irregular plains","Plains"
"0671000","20","Low mountains","Hills_and_Mountains"
"0648916","20","Low mountains","Hills_and_Mountains"
"0629112","21","High mountains","Hills_and_Mountains"
"0678176","21","High mountains","Hills_and_Mountains"
"0601164","21","High mountains","Hills_and_Mountains"
"0606728","21","High mountains","Hills_and_Mountains"
"0649600","21","High mountains","Hills_and_Mountains"
"0612216","21","High mountains","Hills_and_Mountains"
"0653503","21","High mountains","Hills_and_Mountains"
"0655728","20","Low mountains","Hills_and_Mountains"
"0625300","21","High mountains","Hills_and_Mountains"
"0613854","4","Irregular plains","Plains"
"0684928","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0670798","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0640998","21","High mountains","Hills_and_Mountains"
"0659290","21","High mountains","Hills_and_Mountains"
"0656798","4","Irregular plains","Plains"
"0686489","21","High mountains","Hills_and_Mountains"
"0614232","16","Open low mountains","Open_Hills_and_Mountains"
"0616644","21","High mountains","Hills_and_Mountains"
"0660705","21","High mountains","Hills_and_Mountains"
"0650146","21","High mountains","Hills_and_Mountains"
"0653116","21","High mountains","Hills_and_Mountains"
"0683863","21","High mountains","Hills_and_Mountains"
"0683094","20","Low mountains","Hills_and_Mountains"
"0632156","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0651392","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0633084","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0621034","21","High mountains","Hills_and_Mountains"
"0653182","21","High mountains","Hills_and_Mountains"
"0654372","21","High mountains","Hills_and_Mountains"
"0641194","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0607372","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0655422","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0617876","21","High mountains","Hills_and_Mountains"
"0649045","20","Low mountains","Hills_and_Mountains"
"0604470","16","Open low mountains","Open_Hills_and_Mountains"
"0601150","21","High mountains","Hills_and_Mountains"
"0623980","20","Low mountains","Hills_and_Mountains"
"0673612","21","High mountains","Hills_and_Mountains"
"0641656","21","High mountains","Hills_and_Mountains"
"0601094","21","High mountains","Hills_and_Mountains"
"0656854","21","High mountains","Hills_and_Mountains"
"0627014","21","High mountains","Hills_and_Mountains"
"0673815","21","High mountains","Hills_and_Mountains"
"0622235","21","High mountains","Hills_and_Mountains"
"0640536","21","High mountains","Hills_and_Mountains"
"0674144","4","Irregular plains","Plains"
"0668238","20","Low mountains","Hills_and_Mountains"
"0649768","21","High mountains","Hills_and_Mountains"
"0603512","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0674021","21","High mountains","Hills_and_Mountains"
"0607568","21","High mountains","Hills_and_Mountains"
"0662168","1","Flat plains","Plains"
"0653000","16","Open low mountains","Open_Hills_and_Mountains"
"0601514","20","Low mountains","Hills_and_Mountains"
"0660620","16","Open low mountains","Open_Hills_and_Mountains"
"0636084","21","High mountains","Hills_and_Mountains"
"0668000","20","Low mountains","Hills_and_Mountains"
"0648354","20","Low mountains","Hills_and_Mountains"
"0602000","16","Open low mountains","Open_Hills_and_Mountains"
"0675000","4","Irregular plains","Plains"
"0648788","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0687056","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0672654","20","Low mountains","Hills_and_Mountains"
"0678106","21","High mountains","Hills_and_Mountains"
"0686300","21","High mountains","Hills_and_Mountains"
"0677924","16","Open low mountains","Open_Hills_and_Mountains"
"0641152","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0657876","20","Low mountains","Hills_and_Mountains"
"0607750","21","High mountains","Hills_and_Mountains"
"0644378","20","Low mountains","Hills_and_Mountains"
"0622104","20","Low mountains","Hills_and_Mountains"
"0621691","21","High mountains","Hills_and_Mountains"
"0616623","21","High mountains","Hills_and_Mountains"
"0677595","4","Irregular plains","Plains"
"0611481","21","High mountains","Hills_and_Mountains"
"0670098","20","Low mountains","Hills_and_Mountains"
"0644812","21","High mountains","Hills_and_Mountains"
"0672632","21","High mountains","Hills_and_Mountains"
"0653140","21","High mountains","Hills_and_Mountains"
"0623182","16","Open low mountains","Open_Hills_and_Mountains"
"0636882","4","Irregular plains","Plains"
"0683304","20","Low mountains","Hills_and_Mountains"
"0611040","16","Open low mountains","Open_Hills_and_Mountains"
"0662980","16","Open low mountains","Open_Hills_and_Mountains"
"0631393","16","Open low mountains","Open_Hills_and_Mountains"
"0606560","20","Low mountains","Hills_and_Mountains"
"0680448","21","High mountains","Hills_and_Mountains"
"0610928","21","High mountains","Hills_and_Mountains"
"0668014","20","Low mountains","Hills_and_Mountains"
"0644112","20","Low mountains","Hills_and_Mountains"
"0653980","16","Open low mountains","Open_Hills_and_Mountains"
"0666140","21","High mountains","Hills_and_Mountains"
"0636490","21","High mountains","Hills_and_Mountains"
"0640410","4","Irregular plains","Plains"
"0638044","21","High mountains","Hills_and_Mountains"
"0603302","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0656000","21","High mountains","Hills_and_Mountains"
"0662000","21","High mountains","Hills_and_Mountains"
"0683346","16","Open low mountains","Open_Hills_and_Mountains"
"0617498","21","High mountains","Hills_and_Mountains"
"0673220","21","High mountains","Hills_and_Mountains"
"0641908","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0629392","21","High mountains","Hills_and_Mountains"
"0617708","21","High mountains","Hills_and_Mountains"
"0620032","21","High mountains","Hills_and_Mountains"
"0675280","21","High mountains","Hills_and_Mountains"
"0686482","21","High mountains","Hills_and_Mountains"
"0659584","21","High mountains","Hills_and_Mountains"
"0656518","21","High mountains","Hills_and_Mountains"
"0638394","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0675714","21","High mountains","Hills_and_Mountains"
"0677784","20","Low mountains","Hills_and_Mountains"
"0644700","21","High mountains","Hills_and_Mountains"
"0630812","20","Low mountains","Hills_and_Mountains"
"0602420","20","Low mountains","Hills_and_Mountains"
"0637918","17","Open high mountains","Open_Hills_and_Mountains"
"0656294","17","Open high mountains","Open_Hills_and_Mountains"
"0662860","21","High mountains","Hills_and_Mountains"
"0668308","21","High mountains","Hills_and_Mountains"
"0668266","16","Open low mountains","Open_Hills_and_Mountains"
"0673178","20","Low mountains","Hills_and_Mountains"
"0660088","21","High mountains","Hills_and_Mountains"
"0607578","21","High mountains","Hills_and_Mountains"
"0640592","21","High mountains","Hills_and_Mountains"
"0655044","21","High mountains","Hills_and_Mountains"
"0634302","21","High mountains","Hills_and_Mountains"
"0646660","21","High mountains","Hills_and_Mountains"
"0633861","4","Irregular plains","Plains"
"0684004","21","High mountains","Hills_and_Mountains"
"0613910","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0686216","16","Open low mountains","Open_Hills_and_Mountains"
"0655751","21","High mountains","Hills_and_Mountains"
"0603694","21","High mountains","Hills_and_Mountains"
"0606935","16","Open low mountains","Open_Hills_and_Mountains"
"0685222","16","Open low mountains","Open_Hills_and_Mountains"
"0608716","21","High mountains","Hills_and_Mountains"
"0648592","21","High mountains","Hills_and_Mountains"
"0659906","21","High mountains","Hills_and_Mountains"
"0660592","21","High mountains","Hills_and_Mountains"
"0645386","20","Low mountains","Hills_and_Mountains"
"0615030","20","Low mountains","Hills_and_Mountains"
"0672492","21","High mountains","Hills_and_Mountains"
"0620298","21","High mountains","Hills_and_Mountains"
"0616762","20","Low mountains","Hills_and_Mountains"
"0640872","21","High mountains","Hills_and_Mountains"
"0634708","21","High mountains","Hills_and_Mountains"
"0604632","4","Irregular plains","Plains"
"0672338","21","High mountains","Hills_and_Mountains"
"0621558","21","High mountains","Hills_and_Mountains"
"0610914","21","High mountains","Hills_and_Mountains"
"0617267","21","High mountains","Hills_and_Mountains"
"0636364","21","High mountains","Hills_and_Mountains"
"0673654","21","High mountains","Hills_and_Mountains"
"0649796","16","Open low mountains","Open_Hills_and_Mountains"
"0655604","16","Open low mountains","Open_Hills_and_Mountains"
"0618986","21","High mountains","Hills_and_Mountains"
"0661012","21","High mountains","Hills_and_Mountains"
"0607246","20","Low mountains","Hills_and_Mountains"
"0664252","20","Low mountains","Hills_and_Mountains"
"0681312","4","Irregular plains","Plains"
"0611915","16","Open low mountains","Open_Hills_and_Mountains"
"0614708","4","Irregular plains","Plains"
"0616714","4","Irregular plains","Plains"
"0625590","4","Irregular plains","Plains"
"0614554","20","Low mountains","Hills_and_Mountains"
"0646338","20","Low mountains","Hills_and_Mountains"
"0622524","4","Irregular plains","Plains"
"0641390","12","Plains with high mountains","Plains_with_Hills_or_Mountains"
"0614764","21","High mountains","Hills_and_Mountains"
"0673700","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0621210","21","High mountains","Hills_and_Mountains"
"0622360","21","High mountains","Hills_and_Mountains"
"0657568","21","High mountains","Hills_and_Mountains"
"0670966","21","High mountains","Hills_and_Mountains"
"0686734","21","High mountains","Hills_and_Mountains"
"0675596","21","High mountains","Hills_and_Mountains"
"0632562","21","High mountains","Hills_and_Mountains"
"0662200","20","Low mountains","Hills_and_Mountains"
"0651574","20","Low mountains","Hills_and_Mountains"
"0684345","21","High mountains","Hills_and_Mountains"
"0657825","16","Open low mountains","Open_Hills_and_Mountains"
"0686720","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0649180","4","Irregular plains","Plains"
"0649726","21","High mountains","Hills_and_Mountains"
"0603316","20","Low mountains","Hills_and_Mountains"
"0608338","16","Open low mountains","Open_Hills_and_Mountains"
"0657582","4","Irregular plains","Plains"
"0670518","21","High mountains","Hills_and_Mountains"
"0673388","21","High mountains","Hills_and_Mountains"
"0639114","16","Open low mountains","Open_Hills_and_Mountains"
"0622370","21","High mountains","Hills_and_Mountains"
"0611614","21","High mountains","Hills_and_Mountains"
"0662700","16","Open low mountains","Open_Hills_and_Mountains"
"0602700","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0653294","16","Open low mountains","Open_Hills_and_Mountains"
"0667070","16","Open low mountains","Open_Hills_and_Mountains"
"0611754","21","High mountains","Hills_and_Mountains"
"0621061","16","Open low mountains","Open_Hills_and_Mountains"
"0646223","21","High mountains","Hills_and_Mountains"
"0621530","21","High mountains","Hills_and_Mountains"
"0623812","21","High mountains","Hills_and_Mountains"
"0655506","21","High mountains","Hills_and_Mountains"
"0656786","20","Low mountains","Hills_and_Mountains"
"0619024","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0658814","21","High mountains","Hills_and_Mountains"
"0649684","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0664308","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0678949","21","High mountains","Hills_and_Mountains"
"0678750","21","High mountains","Hills_and_Mountains"
"0651820","21","High mountains","Hills_and_Mountains"
"0612730","17","Open high mountains","Open_Hills_and_Mountains"
"0627080","20","Low mountains","Hills_and_Mountains"
"0677860","20","Low mountains","Hills_and_Mountains"
"0611600","17","Open high mountains","Open_Hills_and_Mountains"
"0610816","21","High mountains","Hills_and_Mountains"
"0613182","21","High mountains","Hills_and_Mountains"
"0680882","4","Irregular plains","Plains"
"0684680","21","High mountains","Hills_and_Mountains"
"0633336","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0686020","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0639885","21","High mountains","Hills_and_Mountains"
"0619455","21","High mountains","Hills_and_Mountains"
"0621894","20","Low mountains","Hills_and_Mountains"
"0630882","20","Low mountains","Hills_and_Mountains"
"0678652","21","High mountains","Hills_and_Mountains"
"0645008","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0681050","16","Open low mountains","Open_Hills_and_Mountains"
"0618030","17","Open high mountains","Open_Hills_and_Mountains"
"0644280","21","High mountains","Hills_and_Mountains"
"0649810","21","High mountains","Hills_and_Mountains"
"0604856","21","High mountains","Hills_and_Mountains"
"0685642","21","High mountains","Hills_and_Mountains"
"0613966","21","High mountains","Hills_and_Mountains"
"0642566","21","High mountains","Hills_and_Mountains"
"0664000","4","Irregular plains","Plains"
"0682954","21","High mountains","Hills_and_Mountains"
"0682996","21","High mountains","Hills_and_Mountains"
"0627000","21","High mountains","Hills_and_Mountains"
"0665112","21","High mountains","Hills_and_Mountains"
"0670364","16","Open low mountains","Open_Hills_and_Mountains"
"0644364","21","High mountains","Hills_and_Mountains"
"0680686","21","High mountains","Hills_and_Mountains"
"0620515","21","High mountains","Hills_and_Mountains"
"0624792","21","High mountains","Hills_and_Mountains"
"0639164","20","Low mountains","Hills_and_Mountains"
"0678582","21","High mountains","Hills_and_Mountains"
"0633000","16","Open low mountains","Open_Hills_and_Mountains"
"0652624","21","High mountains","Hills_and_Mountains"
"0609948","16","Open low mountains","Open_Hills_and_Mountains"
"0678232","4","Irregular plains","Plains"
"0636452","21","High mountains","Hills_and_Mountains"
"0645736","21","High mountains","Hills_and_Mountains"
"0662496","21","High mountains","Hills_and_Mountains"
"0672954","4","Irregular plains","Plains"
"0684732","20","Low mountains","Hills_and_Mountains"
"0660942","4","Irregular plains","Plains"
"0656598","21","High mountains","Hills_and_Mountains"
"0647066","21","High mountains","Hills_and_Mountains"
"0623294","4","Irregular plains","Plains"
"0604415","16","Open low mountains","Open_Hills_and_Mountains"
"0669070","21","High mountains","Hills_and_Mountains"
"0661096","21","High mountains","Hills_and_Mountains"
"0612818","20","Low mountains","Hills_and_Mountains"
"0621544","21","High mountains","Hills_and_Mountains"
"0673554","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0601010","21","High mountains","Hills_and_Mountains"
"0618450","21","High mountains","Hills_and_Mountains"
"0658134","21","High mountains","Hills_and_Mountains"
"0661124","20","Low mountains","Hills_and_Mountains"
"0619406","17","Open high mountains","Open_Hills_and_Mountains"
"0674186","20","Low mountains","Hills_and_Mountains"
"0660662","20","Low mountains","Hills_and_Mountains"
"0680784","21","High mountains","Hills_and_Mountains"
"0620942","21","High mountains","Hills_and_Mountains"
"0648186","21","High mountains","Hills_and_Mountains"
"0643000","21","High mountains","Hills_and_Mountains"
"0617428","20","Low mountains","Hills_and_Mountains"
"0604576","20","Low mountains","Hills_and_Mountains"
"0621712","21","High mountains","Hills_and_Mountains"
"0603708","4","Irregular plains","Plains"
"0685866","21","High mountains","Hills_and_Mountains"
"0664462","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0675592","21","High mountains","Hills_and_Mountains"
"0680266","21","High mountains","Hills_and_Mountains"
"0607378","21","High mountains","Hills_and_Mountains"
"0684480","20","Low mountains","Hills_and_Mountains"
"0623910","21","High mountains","Hills_and_Mountains"
"0677588","21","High mountains","Hills_and_Mountains"
"0608758","21","High mountains","Hills_and_Mountains"
"0672086","21","High mountains","Hills_and_Mountains"
"0622328","21","High mountains","Hills_and_Mountains"
"0606518","21","High mountains","Hills_and_Mountains"
"0647192","21","High mountains","Hills_and_Mountains"
"0612860","21","High mountains","Hills_and_Mountains"
"0658618","21","High mountains","Hills_and_Mountains"
"0681869","21","High mountains","Hills_and_Mountains"
"0672408","4","Irregular plains","Plains"
"0600135","16","Open low mountains","Open_Hills_and_Mountains"
"0613157","21","High mountains","Hills_and_Mountains"
"0685614","21","High mountains","Hills_and_Mountains"
"0671932","21","High mountains","Hills_and_Mountains"
"0610032","21","High mountains","Hills_and_Mountains"
"0618856","20","Low mountains","Hills_and_Mountains"
"0631288","20","Low mountains","Hills_and_Mountains"
"0638786","20","Low mountains","Hills_and_Mountains"
"0640340","21","High mountains","Hills_and_Mountains"
"0622972","21","High mountains","Hills_and_Mountains"
"0656924","21","High mountains","Hills_and_Mountains"
"0668028","16","Open low mountains","Open_Hills_and_Mountains"
"0649138","21","High mountains","Hills_and_Mountains"
"0682744","16","Open low mountains","Open_Hills_and_Mountains"
"0656112","20","Low mountains","Hills_and_Mountains"
"0631260","20","Low mountains","Hills_and_Mountains"
"0625128","21","High mountains","Hills_and_Mountains"
"0633364","21","High mountains","Hills_and_Mountains"
"0659514","21","High mountains","Hills_and_Mountains"
"0622594","16","Open low mountains","Open_Hills_and_Mountains"
"0616462","16","Open low mountains","Open_Hills_and_Mountains"
"0617568","21","High mountains","Hills_and_Mountains"
"0610046","21","High mountains","Hills_and_Mountains"
"0606070","20","Low mountains","Hills_and_Mountains"
"0639178","16","Open low mountains","Open_Hills_and_Mountains"
"0609066","16","Open low mountains","Open_Hills_and_Mountains"
"0636056","21","High mountains","Hills_and_Mountains"
"0637442","21","High mountains","Hills_and_Mountains"
"0661106","20","Low mountains","Hills_and_Mountains"
"0684144","21","High mountains","Hills_and_Mountains"
"0607974","21","High mountains","Hills_and_Mountains"
"0677700","21","High mountains","Hills_and_Mountains"
"0631890","21","High mountains","Hills_and_Mountains"
"0624764","21","High mountains","Hills_and_Mountains"
"0604549","16","Open low mountains","Open_Hills_and_Mountains"
"0611250","21","High mountains","Hills_and_Mountains"
"0642370","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0614260","21","High mountains","Hills_and_Mountains"
"0686972","1","Flat plains","Plains"
"0641040","4","Irregular plains","Plains"
"0678890","16","Open low mountains","Open_Hills_and_Mountains"
"0686328","20","Low mountains","Hills_and_Mountains"
"0640032","21","High mountains","Hills_and_Mountains"
"0602896","21","High mountains","Hills_and_Mountains"
"0639003","21","High mountains","Hills_and_Mountains"
"0625436","21","High mountains","Hills_and_Mountains"
"0617727","21","High mountains","Hills_and_Mountains"
"0652610","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0649582","4","Irregular plains","Plains"
"0606994","21","High mountains","Hills_and_Mountains"
"0649852","21","High mountains","Hills_and_Mountains"
"0672478","21","High mountains","Hills_and_Mountains"
"0600535","20","Low mountains","Hills_and_Mountains"
"0656120","21","High mountains","Hills_and_Mountains"
"0600982","21","High mountains","Hills_and_Mountains"
"0641740","21","High mountains","Hills_and_Mountains"
"0686380","16","Open low mountains","Open_Hills_and_Mountains"
"0678568","4","Irregular plains","Plains"
"0632506","21","High mountains","Hills_and_Mountains"
"0669154","21","High mountains","Hills_and_Mountains"
"0655254","21","High mountains","Hills_and_Mountains"
"0667042","21","High mountains","Hills_and_Mountains"
"0603162","4","Irregular plains","Plains"
"0617750","16","Open low mountains","Open_Hills_and_Mountains"
"0654274","21","High mountains","Hills_and_Mountains"
"0618506","21","High mountains","Hills_and_Mountains"
"0654806","16","Open low mountains","Open_Hills_and_Mountains"
"0649187","16","Open low mountains","Open_Hills_and_Mountains"
"0602462","21","High mountains","Hills_and_Mountains"
"0622230","21","High mountains","Hills_and_Mountains"
"0619766","21","High mountains","Hills_and_Mountains"
"0685292","21","High mountains","Hills_and_Mountains"
"0678092","21","High mountains","Hills_and_Mountains"
"0609878","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0680812","20","Low mountains","Hills_and_Mountains"
"0680854","16","Open low mountains","Open_Hills_and_Mountains"
"0646170","20","Low mountains","Hills_and_Mountains"
"0608786","16","Open low mountains","Open_Hills_and_Mountains"
"0644028","4","Irregular plains","Plains"
"0636980","20","Low mountains","Hills_and_Mountains"
"0633518","21","High mountains","Hills_and_Mountains"
"0660018","21","High mountains","Hills_and_Mountains"
"0645246","21","High mountains","Hills_and_Mountains"
"0668252","16","Open low mountains","Open_Hills_and_Mountains"
"0649670","20","Low mountains","Hills_and_Mountains"
"0633308","16","Open low mountains","Open_Hills_and_Mountains"
"0603666","21","High mountains","Hills_and_Mountains"
"0628000","16","Open low mountains","Open_Hills_and_Mountains"
"0632548","21","High mountains","Hills_and_Mountains"
"0667000","16","Open low mountains","Open_Hills_and_Mountains"
"0670000","21","High mountains","Hills_and_Mountains"
"0656784","20","Low mountains","Hills_and_Mountains"
"0624680","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0639290","16","Open low mountains","Open_Hills_and_Mountains"
"0615044","21","High mountains","Hills_and_Mountains"
"0670280","20","Low mountains","Hills_and_Mountains"
"0669088","21","High mountains","Hills_and_Mountains"
"0600884","21","High mountains","Hills_and_Mountains"
"0678148","21","High mountains","Hills_and_Mountains"
"0640704","4","Irregular plains","Plains"
"0678666","16","Open low mountains","Open_Hills_and_Mountains"
"0625338","16","Open low mountains","Open_Hills_and_Mountains"
"0664224","21","High mountains","Hills_and_Mountains"
"0650258","20","Low mountains","Hills_and_Mountains"
"0616322","21","High mountains","Hills_and_Mountains"
"0660242","21","High mountains","Hills_and_Mountains"
"0614890","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0628168","21","High mountains","Hills_and_Mountains"
"0644574","21","High mountains","Hills_and_Mountains"
"0662644","21","High mountains","Hills_and_Mountains"
"0684606","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0655618","21","High mountains","Hills_and_Mountains"
"0672520","21","High mountains","Hills_and_Mountains"
"0639220","16","Open low mountains","Open_Hills_and_Mountains"
"0618394","21","High mountains","Hills_and_Mountains"
"0646492","21","High mountains","Hills_and_Mountains"
"0640830","21","High mountains","Hills_and_Mountains"
"0642468","21","High mountains","Hills_and_Mountains"
"0622300","16","Open low mountains","Open_Hills_and_Mountains"
"0601640","20","Low mountains","Hills_and_Mountains"
"0681134","20","Low mountains","Hills_and_Mountains"
"0662602","21","High mountains","Hills_and_Mountains"
"0617946","16","Open low mountains","Open_Hills_and_Mountains"
"0646870","16","Open low mountains","Open_Hills_and_Mountains"
"0608954","21","High mountains","Hills_and_Mountains"
"0682590","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0620018","16","Open low mountains","Open_Hills_and_Mountains"
"0654386","20","Low mountains","Hills_and_Mountains"
"0611530","21","High mountains","Hills_and_Mountains"
"0670042","21","High mountains","Hills_and_Mountains"
"0603204","21","High mountains","Hills_and_Mountains"
"0624134","21","High mountains","Hills_and_Mountains"
"0600947","16","Open low mountains","Open_Hills_and_Mountains"
"0671362","16","Open low mountains","Open_Hills_and_Mountains"
"0671927","20","Low mountains","Hills_and_Mountains"
"0617162","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0658471","21","High mountains","Hills_and_Mountains"
"0641180","21","High mountains","Hills_and_Mountains"
"0631596","21","High mountains","Hills_and_Mountains"
"0640426","20","Low mountains","Hills_and_Mountains"
"0612734","21","High mountains","Hills_and_Mountains"
"0636420","21","High mountains","Hills_and_Mountains"
"0601276","21","High mountains","Hills_and_Mountains"
"0674130","21","High mountains","Hills_and_Mountains"
"0639045","21","High mountains","Hills_and_Mountains"
"0609990","20","Low mountains","Hills_and_Mountains"
"0677430","21","High mountains","Hills_and_Mountains"
"0612314","21","High mountains","Hills_and_Mountains"
"0670728","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0614454","21","High mountains","Hills_and_Mountains"
"0676040","21","High mountains","Hills_and_Mountains"
"0620574","21","High mountains","Hills_and_Mountains"
"0648718","16","Open low mountains","Open_Hills_and_Mountains"
"0682667","21","High mountains","Hills_and_Mountains"
"0634652","20","Low mountains","Hills_and_Mountains"
"0663218","21","High mountains","Hills_and_Mountains"
"0638548","21","High mountains","Hills_and_Mountains"
"0630282","21","High mountains","Hills_and_Mountains"
"0602294","21","High mountains","Hills_and_Mountains"
"0640526","16","Open low mountains","Open_Hills_and_Mountains"
"0656140","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0671246","21","High mountains","Hills_and_Mountains"
"0639570","21","High mountains","Hills_and_Mountains"
"0604478","21","High mountains","Hills_and_Mountains"
"0657302","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0613560","21","High mountains","Hills_and_Mountains"
"0624722","4","Irregular plains","Plains"
"0683085","21","High mountains","Hills_and_Mountains"
"0601290","21","High mountains","Hills_and_Mountains"
"0613784","20","Low mountains","Hills_and_Mountains"
"0645806","21","High mountains","Hills_and_Mountains"
"0609318","20","Low mountains","Hills_and_Mountains"
"0681652","20","Low mountains","Hills_and_Mountains"
"0636658","21","High mountains","Hills_and_Mountains"
"0637120","21","High mountains","Hills_and_Mountains"
"0664294","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0683570","21","High mountains","Hills_and_Mountains"
"0613278","21","High mountains","Hills_and_Mountains"
"0645120","20","Low mountains","Hills_and_Mountains"
"0656870","21","High mountains","Hills_and_Mountains"
"0604926","21","High mountains","Hills_and_Mountains"
"0642524","21","High mountains","Hills_and_Mountains"
"0613756","21","High mountains","Hills_and_Mountains"
"0643280","20","Low mountains","Hills_and_Mountains"
"0600394","21","High mountains","Hills_and_Mountains"
"0619192","21","High mountains","Hills_and_Mountains"
"0685012","20","Low mountains","Hills_and_Mountains"
"0603274","21","High mountains","Hills_and_Mountains"
"0654848","21","High mountains","Hills_and_Mountains"
"0673962","16","Open low mountains","Open_Hills_and_Mountains"
"0613214","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0604982","21","High mountains","Hills_and_Mountains"
"0651812","21","High mountains","Hills_and_Mountains"
"0607316","16","Open low mountains","Open_Hills_and_Mountains"
"0681736","21","High mountains","Hills_and_Mountains"
"0641558","4","Irregular plains","Plains"
"0616580","16","Open low mountains","Open_Hills_and_Mountains"
"0671554","21","High mountains","Hills_and_Mountains"
"0682786","21","High mountains","Hills_and_Mountains"
"0636098","21","High mountains","Hills_and_Mountains"
"0600618","16","Open low mountains","Open_Hills_and_Mountains"
"0612415","21","High mountains","Hills_and_Mountains"
"0602210","4","Irregular plains","Plains"
"0610508","21","High mountains","Hills_and_Mountains"
"0622587","16","Open low mountains","Open_Hills_and_Mountains"
"0663386","21","High mountains","Hills_and_Mountains"
"0630476","21","High mountains","Hills_and_Mountains"
"0642412","20","Low mountains","Hills_and_Mountains"
"0686230","4","Irregular plains","Plains"
"0624022","21","High mountains","Hills_and_Mountains"
"0608240","21","High mountains","Hills_and_Mountains"
"0645680","21","High mountains","Hills_and_Mountains"
"0642510","16","Open low mountains","Open_Hills_and_Mountains"
"0647164","21","High mountains","Hills_and_Mountains"
"0663400","20","Low mountains","Hills_and_Mountains"
"0639696","21","High mountains","Hills_and_Mountains"
"0638177","21","High mountains","Hills_and_Mountains"
"0675122","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0611964","16","Open low mountains","Open_Hills_and_Mountains"
"0653574","21","High mountains","Hills_and_Mountains"
"0607274","21","High mountains","Hills_and_Mountains"
"0603330","16","Open low mountains","Open_Hills_and_Mountains"
"0684592","21","High mountains","Hills_and_Mountains"
"0639612","21","High mountains","Hills_and_Mountains"
"0637134","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"0605332","16","Open low mountains","Open_Hills_and_Mountains"
